Invoice ID,Product line,Date,Quantity,Shipment_mode,shipping cost,Payment,warehouse_name
577-34-7579,Food and beverages,2019-01-10,9,ExpressAir,5.049,Cash,WH2
430-02-3888,Electronic accessories,2019-02-07,6,Special Air  ,3.6816,Cash,WH3
867-47-1948,Home and lifestyle,2019-01-09,10,Regular Air,0.79,Cash,WH2
384-59-6655,Food and beverages,2019-02-19,9,Regular Air,4.933,Cash,WH1
256-58-3609,Fashion accessories,2019-03-18,1,ExpressAir,9.198,Cash,WH2
324-92-3863,Electronic accessories,2019-02-05,2,ExpressAir,2.089,Cash,WH1
593-08-5916,Fashion accessories,2019-03-19,1,ExpressAir,1.55,Credit card,WH1
364-34-2972,Electronic accessories,2019-03-30,3,Special Air  ,7.7456,Cash,WH2
794-42-3736,Food and beverages,2019-01-26,2,ExpressAir,3.333,Credit card,WH3
172-42-8274,Electronic accessories,2019-03-02,2,Regular Air,1.9135,Credit card,WH3
558-60-5016,Home and lifestyle,2019-03-04,9,Special Air  ,2.664,Ewallet,WH1
195-06-0432,Home and lifestyle,2019-01-13,3,Special Air  ,6.4808,Credit card,WH1
605-03-2706,Health and beauty,2019-03-25,3,ExpressAir,1.58,Cash,WH1
214-30-2776,Electronic accessories,2019-03-11,5,Regular Air,1.7245,Credit card,WH3
746-04-1077,Food and beverages,2019-01-01,10,Regular Air,4.2315,Credit card,WH3
448-34-8700,Home and lifestyle,2019-02-10,7,Special Air  ,2.9528,Ewallet,WH3
452-04-8808,Electronic accessories,2019-01-26,7,ExpressAir,8.708,Cash,WH3
531-56-4728,Home and lifestyle,2019-02-11,3,ExpressAir,8.008,Cash,WH1
744-82-9138,Fashion accessories,2019-02-07,2,Regular Air,4.3065,Cash,WH2
883-69-1285,Fashion accessories,2019-03-06,2,Special Air  ,3.9936,Credit card,WH3
221-25-5073,Food and beverages,2019-03-04,4,ExpressAir,7.466,Cash,WH1
518-71-6847,Food and beverages,2019-02-26,6,Regular Air,1.33,Ewallet,WH3
156-20-0370,Electronic accessories,2019-03-10,1,ExpressAir,2.545,Credit card,WH3
151-33-7434,Food and beverages,2019-02-04,1,ExpressAir,6.777,Credit card,WH3
728-47-9078,Food and beverages,2019-01-19,4,Special Air  ,4.7672,Cash,WH2
809-46-1866,Health and beauty,2019-01-23,4,Special Air  ,4.652,Cash,WH1
139-32-4183,Sports and travel,2019-03-14,9,Regular Air,4.874,Ewallet,WH1
148-41-7930,Health and beauty,2019-01-23,7,ExpressAir,9.996,Cash,WH2
189-40-5216,Electronic accessories,2019-01-09,7,Special Air  ,7.7096,Cash,WH2
374-38-5555,Fashion accessories,2019-02-07,5,Special Air  ,5.0968,Ewallet,WH3
764-44-8999,Health and beauty,2019-02-18,2,ExpressAir,1.476,Ewallet,WH3
552-44-5977,Health and beauty,2019-01-03,8,ExpressAir,6.2,Credit card,WH3
267-62-7380,Electronic accessories,2019-03-29,10,Special Air  ,6.5872,Ewallet,WH2
430-53-4718,Health and beauty,2019-01-28,8,Special Air  ,6.0296,Credit card,WH3
886-18-2897,Food and beverages,2019-03-22,5,ExpressAir,5.656,Credit card,WH1
602-16-6955,Sports and travel,2019-01-24,10,Regular Air,3.83,Ewallet,WH3
745-74-0715,Electronic accessories,2019-03-10,2,Regular Air,2.9015,Ewallet,WH1
690-01-6631,Fashion accessories,2019-02-22,10,Special Air  ,1.3992,Ewallet,WH3
652-49-6720,Electronic accessories,2019-02-18,1,Regular Air,3.0475,Ewallet,WH2
233-67-5758,Health and beauty,2019-01-29,1,Special Air  ,3.228,Ewallet,WH2
303-96-2227,Home and lifestyle,2019-03-02,10,Special Air  ,7.7904,Ewallet,WH3
727-02-1313,Food and beverages,2019-02-09,1,ExpressAir,3.184,Cash,WH1
347-56-2442,Home and lifestyle,2019-02-22,1,Regular Air,3.291,Cash,WH1
849-09-3807,Fashion accessories,2019-02-18,7,ExpressAir,8.834,Cash,WH1
dc39bdd9-d82d-4e0c-9947-fb524e4a8920,Health and beauty,2019-02-22,1,Special Air,2.24,Credit Card,WH2
3c63b47b-e1e2-4e6f-a017-07cd74410356,Food and beverages,2019-01-30,2,Regular Air,2.2,Cash,WH2
0d317bba-2122-4923-97e4-7f31996dc86b,Sports and travel,2019-02-05,5,ExpressAir,9.4,E-wallet,WH1
d836fb60-5ba3-434f-b037-626c52ea4ed2,Home and lifestyle,2019-03-09,5,Special Air,2.88,E-wallet,WH1
0268dc74-4b06-4290-8937-76b84ba71b75,Electronic accessories,2019-01-10,8,ExpressAir,5.1,Cash,WH3
8304d5ba-31a2-48f3-8223-51d7b886c2e0,Fashion accessories,2019-02-24,8,ExpressAir,9.7,E-wallet,WH1
9c40f840-d886-4129-b5d0-59c7f50ac51d,Sports and travel,2019-02-10,2,Special Air,4.48,E-wallet,WH2
8324a26a-cab0-4203-b400-2d1459cf2e8d,Health and beauty,2019-03-19,7,Regular Air,4.35,Credit Card,WH1
288e5a58-42c9-4780-a8c9-895d220b1273,Food and beverages,2019-03-16,2,Regular Air,4.3,Cash,WH3
4bcf6584-ab22-4d81-a792-2132d5b31f90,Electronic accessories,2019-02-03,4,Regular Air,1.5,Cash,WH1
722738a6-4d13-4e7f-82ef-e2da3cc5b0c6,Electronic accessories,2019-03-18,10,ExpressAir,2.7,Credit Card,WH1
9d7a13a8-44d8-47ed-8572-7ee9ec88dee0,Food and beverages,2019-02-20,10,Special Air,1.44,E-wallet,WH1
176f03f2-450e-4fc2-8bae-c59aceb6b54f,Electronic accessories,2019-01-30,4,Regular Air,3.65,E-wallet,WH2
3578ed91-243c-4568-a6fc-3c9cc375b242,Home and lifestyle,2019-01-19,8,ExpressAir,2.2,Cash,WH3
f4877aae-895a-4f33-88f7-1ffd2bfaf1cc,Food and beverages,2019-03-09,10,Regular Air,2.65,Cash,WH2
15406d9c-43a9-4e97-b326-4b7e31e296bc,Sports and travel,2019-02-04,10,ExpressAir,1.0,Credit Card,WH1
5b62127d-9edf-4ed7-bbbf-5d9f4bbffb5a,Health and beauty,2019-02-09,3,ExpressAir,2.5,Credit Card,WH1
637290fc-074d-42b1-b9bf-5ea2b17a1410,Sports and travel,2019-03-27,4,Special Air,1.52,Credit Card,WH3
fa032ff8-218a-45de-aa96-ab7dc4cfe05b,Electronic accessories,2019-02-03,6,Regular Air,1.35,Credit Card,WH1
7fe7d66e-5461-43f3-b151-04e78beab612,Health and beauty,2019-02-08,7,ExpressAir,4.194385319255907,Credit Card,WH2
215c939d-fef1-47f3-a91b-d464a3c916a3,Home and lifestyle,2019-01-04,10,Regular Air,4.194385319255907,Credit Card,WH2
46b74985-011c-4ad6-8d05-af0c41a9f516,Fashion accessories,2019-01-25,7,Regular Air,4.194385319255907,Cash,WH3
6b6f33cd-ba23-40c1-ae7b-4c5addd39a53,Food and beverages,2019-01-09,1,ExpressAir,4.194385319255907,E-wallet,WH1
9d138377-efa5-412f-8252-40e60dcc58b2,Electronic accessories,2019-02-03,6,Special Air,4.194385319255907,E-wallet,WH2
35505904-9e1a-4021-9e37-77b363e883c7,Food and beverages,2019-01-02,1,Regular Air,4.194385319255907,Credit Card,WH1
74d63847-2cb5-4e72-8434-bcf891b5af9d,Food and beverages,2019-01-10,4,Special Air,4.194385319255907,Cash,WH2
16a5d84e-87cb-42f2-8057-718259fe8cbc,Health and beauty,2019-02-23,9,Regular Air,4.194385319255907,Cash,WH1
7a95ac55-11c7-42de-9bf4-ab3687dc6136,Sports and travel,2019-01-07,4,ExpressAir,4.194385319255907,E-wallet,WH1
f26f0580-0102-4bbe-9b15-48f9dd7edd49,Health and beauty,2019-03-29,1,ExpressAir,4.194385319255907,E-wallet,WH2
a3912d91-fc96-40f4-acee-50227632cabb,Fashion accessories,2019-01-14,5,Special Air,4.194385319255907,E-wallet,WH2
ac49b73e-6d6e-41e2-80f2-677efbadc34f,Electronic accessories,2019-02-11,3,ExpressAir,4.4,Credit Card,WH3
00858d2d-f1cb-4e96-af15-dcbf37695192,Sports and travel,2019-02-15,6,Regular Air,1.25,Cash,WH1
61cab50a-9588-4534-96c3-36be7f0bf1ca,Fashion accessories,2019-02-03,3,ExpressAir,2.6,E-wallet,WH2
26721f44-b0df-4064-9c9f-5d53e2336309,Electronic accessories,2019-02-11,5,Special Air,2.0,Credit Card,WH2
f6dd86f6-3a35-4f65-837c-bffe13cb0216,Health and beauty,2019-02-24,8,Special Air,1.36,Credit Card,WH1
d9dafcbe-beee-47e3-898f-2c0850880fcf,Home and lifestyle,2019-01-26,1,Special Air,6.72,Cash,WH2
6480f415-1bc5-400c-b2e7-d18227d89883,Fashion accessories,2019-01-30,5,Special Air,1.2,E-wallet,WH1
76ee705b-ff85-4b96-a6e9-afa12a48ff63,Fashion accessories,2019-01-03,2,Special Air,4.56,Cash,WH3
e7d9bdc5-d451-468f-a898-afbfdf95cb11,Home and lifestyle,2019-03-10,6,Special Air,3.84,E-wallet,WH1
d68b8493-e6b9-4898-987e-993015f29a69,Food and beverages,2019-01-09,3,Regular Air,3.2,Cash,WH2
37dc5ba4-3226-40f6-87ae-227c655fa3fd,Electronic accessories,2019-02-09,4,ExpressAir,9.8,Credit Card,WH3
b4bfbc73-34f5-4950-ae63-0b4ca1b340ef,Sports and travel,2019-03-17,7,Special Air,0.8,Cash,WH1
96b88449-8a8a-4ed5-9fc7-309863fe072f,Electronic accessories,2019-03-06,7,Regular Air,1.25,E-wallet,WH1
57eeb73e-d1a4-46a6-9438-465b5f5f4717,Home and lifestyle,2019-01-23,2,Regular Air,4.5,Credit Card,WH3
fc910b16-eb3a-417c-b403-5c9db01e1009,Sports and travel,2019-02-20,5,Special Air,2.16,Cash,WH2
bac5ecbb-e91c-4633-a845-a6200dd5e020,Food and beverages,2019-02-11,9,ExpressAir,1.4,Cash,WH2
84d6f718-6fdb-4e94-a1e3-efc79af9b38a,Fashion accessories,2019-02-20,10,Special Air,5.84,E-wallet,WH3
aba00069-e790-4220-af19-dffd33e94e5f,Food and beverages,2019-01-13,3,ExpressAir,7.4,E-wallet,WH3
06eb148e-9739-49a5-b8d5-27affad995eb,Electronic accessories,2019-02-02,4,ExpressAir,9.9,E-wallet,WH1
0b2cb82a-4094-4b2d-8904-bea9099238a0,Fashion accessories,2019-01-03,2,Regular Air,4.15,Cash,WH1
c03c0f88-a786-47fe-95e3-a14b51f265d0,Home and lifestyle,2019-01-12,10,ExpressAir,3.7,E-wallet,WH3
4e33ecb9-f22c-449a-a43d-3eaa3ecebda3,Food and beverages,2019-03-18,7,ExpressAir,3.7,Credit Card,WH3
4d2f3420-9f0e-4106-bea9-4bd590f7194e,Health and beauty,2019-01-08,7,ExpressAir,5.6,Credit Card,WH3
f6143505-51a5-4fc2-81b6-96d8cb43aeb4,Electronic accessories,2019-01-05,8,ExpressAir,8.9,E-wallet,WH1
4f108399-6a56-4bf1-a8cb-0e1c20eb4703,Health and beauty,2019-02-12,7,Special Air,4.16,Cash,WH2
5f702f8f-6c85-4dd1-b203-96d9f13774be,Home and lifestyle,2019-03-10,3,Special Air,4.56,E-wallet,WH2
ac49f1d3-7423-41db-b08d-5d78ea32aee0,Health and beauty,2019-03-07,2,Special Air,4.32,Credit Card,WH2
d5c3086a-5f36-419e-a740-3edb59d0e0d7,Health and beauty,2019-01-19,3,ExpressAir,3.1,E-wallet,WH1
3d984405-2b77-48ce-9871-809cf1bcd5f2,Home and lifestyle,2019-02-22,1,ExpressAir,6.6,E-wallet,WH3
7f40bb5b-a989-49ac-b825-140a90c05346,Electronic accessories,2019-01-17,3,Regular Air,0.65,Cash,WH3
742f5a39-0bbf-40f7-9c22-91e35fdcdeb4,Sports and travel,2019-03-10,8,ExpressAir,8.8,Credit Card,WH2
e40a368f-e92a-4e13-88db-181cf992a1c9,Home and lifestyle,2019-03-22,3,Regular Air,2.4,Cash,WH2
60aa0559-dbcc-446c-8980-ba14d414769f,Electronic accessories,2019-01-07,2,Regular Air,2.45,E-wallet,WH1
3c32fe53-89a5-4e31-935e-744102ae6204,Fashion accessories,2019-03-17,1,ExpressAir,4.4,E-wallet,WH1
29c2a7d1-d3a7-4b0c-aab0-7839537871c0,Fashion accessories,2019-01-16,5,Special Air,1.92,Cash,WH2
a0337719-336d-4363-9cd5-9bc924f070e1,Food and beverages,2019-01-31,3,Regular Air,3.8,Credit Card,WH2
510e9f68-88cb-426f-be25-b913c5f9a24c,Fashion accessories,2019-02-26,2,Special Air,7.04,E-wallet,WH1
bc3bc4cb-d684-456b-a88f-eca5e574df86,Health and beauty,2019-01-21,6,ExpressAir,4.5,Credit Card,WH2
cf43bf3c-78ff-4574-a1ae-156dc20f17c7,Sports and travel,2019-02-06,4,Special Air,7.68,E-wallet,WH1
4f7ce6de-fafa-47c4-a024-78477923820c,Fashion accessories,2019-02-21,5,Regular Air,2.9,Cash,WH1
fafd6b6a-34a4-41b2-921f-6b1cc069a541,Fashion accessories,2019-03-21,8,ExpressAir,9.4,Credit Card,WH3
d562a68c-b51f-42a4-8688-408a4b35f533,Fashion accessories,2019-03-21,10,Regular Air,4.9,Credit Card,WH2
64792899-2e3e-475c-9460-73be3df73579,Health and beauty,2019-01-17,10,Regular Air,0.95,Credit Card,WH2
cb4bb812-4a83-41a2-bcc7-9eefaffa482f,Home and lifestyle,2019-02-04,6,Special Air,4.88,E-wallet,WH2
ff44626c-cb3a-4e44-b4e1-e509eea790fb,Food and beverages,2019-02-05,10,Regular Air,2.05,E-wallet,WH1
b5b544e8-2893-4dbc-ae3e-057b2042e4bf,Sports and travel,2019-01-03,2,ExpressAir,9.8,Cash,WH2
65c01081-646e-41e8-94bb-b84bf128a4c6,Health and beauty,2019-02-22,10,Regular Air,1.1,Credit Card,WH2
af760b00-f252-4584-8a3d-fa9487ba53f5,Home and lifestyle,2019-02-10,8,Special Air,6.4,Cash,WH1
37de0fb0-3a5b-4baa-993b-dd8afcd3f2c8,Home and lifestyle,2019-03-19,1,Special Air,6.08,Credit Card,WH2
04487726-750d-4d6a-8be1-2084fde3d973,Food and beverages,2019-01-23,9,Regular Air,1.45,Credit Card,WH3
79db2c36-dee1-45ae-9ad1-4a9e34ff4661,Electronic accessories,2019-02-03,5,Regular Air,4.1,Cash,WH1
027aa328-81d2-4a9e-9293-eb9daddeec2c,Home and lifestyle,2019-01-13,10,Special Air,6.64,E-wallet,WH1
1d4e005b-06a2-4cab-adf5-cc5b91197354,Fashion accessories,2019-03-22,8,Special Air,2.72,Cash,WH3
0837fdcc-58a4-43e0-ad1f-423af13ae7c6,Electronic accessories,2019-02-23,10,Regular Air,2.5,Cash,WH2
c0748e4c-c759-41d7-919e-acf78f036789,Health and beauty,2019-02-07,7,ExpressAir,1.5,E-wallet,WH2
abe880f8-dd7c-48b1-be52-b2e8ab7a715e,Fashion accessories,2019-03-23,10,Special Air,7.12,E-wallet,WH1
af47cf92-9057-4f46-8f4b-d9c30a56fc71,Health and beauty,2019-01-18,2,Special Air,1.04,Credit Card,WH3
7ba7995b-6520-4b5f-b829-c409ea1b5252,Electronic accessories,2019-02-03,2,ExpressAir,1.6,E-wallet,WH3
264765fe-2de1-423e-bbc3-0caba8f83812,Home and lifestyle,2019-02-12,5,ExpressAir,9.2,Cash,WH2
ec7f7640-b708-4444-9a5e-7a5bcece8e0f,Sports and travel,2019-01-29,10,ExpressAir,1.4,Cash,WH2
d419c5c2-7c62-4339-a539-d591c9cd15c5,Fashion accessories,2019-02-03,10,Special Air,2.88,Credit Card,WH2
dad3a186-c2bf-4953-8e54-e0a451b7b978,Home and lifestyle,2019-02-19,9,ExpressAir,4.7,Cash,WH2
a9ecd0c6-4954-4266-b418-2c90985de1e7,Fashion accessories,2019-01-25,8,Regular Air,1.55,Credit Card,WH3
088573b0-b964-4b24-8fd0-d1fab6829a84,Food and beverages,2019-02-22,5,ExpressAir,3.1,Cash,WH2
0b3115fe-9130-4cd2-94f8-5c39f104eaeb,Fashion accessories,2019-01-23,1,Special Air,1.68,Credit Card,WH3
7c6277b2-e8c1-492f-9117-5330d01b1d13,Health and beauty,2019-02-25,10,ExpressAir,7.9,E-wallet,WH2
2960f91b-ab32-472b-857c-8a457761e0dd,Sports and travel,2019-01-03,4,Regular Air,0.8,Cash,WH1
8a6c38e8-0976-43dd-9ecd-9b7071cb182e,Health and beauty,2019-02-14,7,Special Air,6.8,Cash,WH1
59138f46-221e-4b39-8939-975ae3d9fbbd,Home and lifestyle,2019-03-26,6,Regular Air,2.15,E-wallet,WH1
736beecd-cd5a-4d53-8fcd-54fc969f2e43,Home and lifestyle,2019-01-27,7,ExpressAir,3.0,E-wallet,WH1
6262fa96-b2de-46c7-8643-30ec6705c440,Food and beverages,2019-01-22,9,ExpressAir,3.4,Cash,WH2
5fde0dc1-2d8a-4649-8eb8-0ff2cd8e6ae2,Electronic accessories,2019-02-18,6,ExpressAir,8.5,E-wallet,WH3
fd912fb8-603b-4f96-a96a-4cfa20b60af9,Electronic accessories,2019-02-22,10,Special Air,6.32,Cash,WH3
ba2861fe-48d2-4608-a026-bf5e7adb45e9,Electronic accessories,2019-01-13,9,Special Air,4.56,Credit Card,WH3
fd859662-4a48-499f-956f-10ee0bfcd144,Food and beverages,2019-02-22,10,Regular Air,0.5,Cash,WH3
1951af83-af50-42dd-aec6-3b6d95e75a2b,Food and beverages,2019-03-29,10,Regular Air,1.55,E-wallet,WH1
3acddfa9-1113-4452-b12f-9c331d2695f6,Home and lifestyle,2019-01-16,10,Regular Air,3.35,E-wallet,WH2
50bf9969-633b-4106-a713-358f1c141f92,Health and beauty,2019-01-30,6,ExpressAir,1.0,Credit Card,WH1
8e0a9624-d220-4f12-9285-f0c4a9213f65,Electronic accessories,2019-01-29,4,Regular Air,2.1,Credit Card,WH1
81245f90-363d-43bf-b07e-856f2771a5a4,Electronic accessories,2019-03-14,8,Regular Air,2.5,Cash,WH1
f6578769-5287-457c-8c1c-15082f30aafc,Home and lifestyle,2019-03-07,6,Special Air,5.84,Cash,WH3
3c5016f8-263f-46bf-8435-f7470fdc7fc7,Sports and travel,2019-02-02,9,Regular Air,1.1,Credit Card,WH1
3b78a54e-cf1b-4486-af3f-a1846716cad3,Fashion accessories,2019-03-01,2,ExpressAir,4.1,Credit Card,WH1
e92f3953-3255-441d-b19c-bee6d2094438,Home and lifestyle,2019-03-28,6,ExpressAir,1.2,Credit Card,WH3
2753e052-d693-4d55-b9ba-2463a9de3756,Electronic accessories,2019-01-08,4,Special Air,2.96,Cash,WH3
8258917f-78a7-4cbe-a323-3e6319c3c8fc,Home and lifestyle,2019-02-10,7,Special Air,2.56,E-wallet,WH2
f00d018f-df66-43da-a9b5-3ecb3df431d4,Food and beverages,2019-02-09,9,Regular Air,1.45,Cash,WH2
3f27747c-4661-4146-ba68-5f9a4c527ef9,Health and beauty,2019-01-23,9,Regular Air,4.75,Cash,WH3
2fd65b3c-31d1-4e26-b950-259a0db0f966,Sports and travel,2019-03-20,4,ExpressAir,7.7,Cash,WH1
20225d2f-78da-4525-82f3-782ff058ddae,Health and beauty,2019-02-11,3,Regular Air,4.1,Cash,WH1
e1acc633-c2fb-46a3-a939-a403b4b1f68c,Home and lifestyle,2019-03-17,5,Special Air,7.28,Cash,WH3
f89b63fd-5b98-410c-8e8e-70c9ce381cdc,Sports and travel,2019-01-19,9,ExpressAir,3.3,Cash,WH3
7f31abaf-9602-4789-96ad-bbcbbeebde06,Sports and travel,2019-01-11,2,Regular Air,0.9,Cash,WH2
b0c7f9fd-7151-4fdd-8899-7d1a46e67cce,Health and beauty,2019-03-07,6,Regular Air,4.25,E-wallet,WH1
e9b3bc84-e237-4a3a-acd9-b3a30364d01e,Food and beverages,2019-01-23,8,ExpressAir,4.3,E-wallet,WH1
bcd4db14-cbc4-4692-949c-cfff443cf066,Health and beauty,2019-03-23,9,Regular Air,2.35,Credit Card,WH3
826848e1-887b-4ef8-9e65-8da7113e634a,Food and beverages,2019-02-04,7,Special Air,6.96,E-wallet,WH2
4c6b9f10-fb18-479d-8c7b-e4bb3b90f35c,Food and beverages,2019-03-29,1,Regular Air,3.4,Credit Card,WH1
d79efe96-8843-4df8-aeb0-98f057736941,Home and lifestyle,2019-01-18,4,Special Air,2.56,Credit Card,WH1
d4d47d90-7a79-44fb-bfca-7eba9e388a7f,Home and lifestyle,2019-02-12,4,ExpressAir,8.5,Credit Card,WH3
3ea947f7-3bab-4263-9843-09ba1a7a3741,Fashion accessories,2019-02-10,3,Special Air,3.36,Cash,WH2
d300a618-4a4f-40cc-97db-ac87aa31f7dd,Home and lifestyle,2019-02-20,1,ExpressAir,1.1,Cash,WH1
f2bbee53-2be1-49de-bf28-b5ccdf213f46,Sports and travel,2019-01-24,8,Regular Air,3.0,Cash,WH2
91a6ab24-4e8d-4e8b-9890-42430b9b5868,Home and lifestyle,2019-02-04,10,ExpressAir,5.3,E-wallet,WH1
a5e72979-4256-4de2-8e40-3af7756bdeab,Electronic accessories,2019-01-14,1,Regular Air,1.95,Cash,WH1
b237fcae-6b9c-4268-94e7-77177ac5b155,Electronic accessories,2019-03-07,2,Regular Air,1.05,Credit Card,WH1
c505b556-3e48-4d28-b5ef-df7a5717a59e,Fashion accessories,2019-03-08,2,Regular Air,4.25,E-wallet,WH1
92eed424-a0bd-4608-b8dd-469a7686f596,Health and beauty,2019-02-24,1,Regular Air,2.2,Credit Card,WH3
b203e9ca-20e8-450c-8998-8f03d74598e2,Home and lifestyle,2019-01-31,7,Special Air,5.92,E-wallet,WH1
d3c5fe24-ff58-4594-bdba-4cfe0c8a2667,Food and beverages,2019-01-11,10,Regular Air,3.65,E-wallet,WH1
03b89ee6-3efa-47be-bea9-c8d539b3a063,Fashion accessories,2019-03-04,9,Regular Air,3.55,Cash,WH1
b187f70b-3b19-4183-976e-19abd1c7964c,Home and lifestyle,2019-02-13,3,Special Air,6.72,Cash,WH3
628ec4b9-5fae-4fd4-a4bc-9203920ff943,Electronic accessories,2019-03-03,3,Special Air,6.96,Credit Card,WH3
b5fb541e-315e-454d-94e7-a4d733f68c79,Health and beauty,2019-03-27,9,ExpressAir,7.8,E-wallet,WH2
749cbb9b-dad1-419d-8e9b-e0af4628e744,Electronic accessories,2019-01-15,3,Regular Air,1.05,E-wallet,WH1
aba509f6-6b83-436d-99bc-92ea45156016,Electronic accessories,2019-03-13,2,Special Air,1.04,Credit Card,WH3
4f4dcf7d-b923-432f-893c-dd029de79451,Food and beverages,2019-02-17,7,Special Air,7.12,Cash,WH3
325894b7-11e6-4546-bdb4-9e70c376142f,Food and beverages,2019-02-22,1,ExpressAir,5.2,Cash,WH2
0a3124b2-4d63-4b9c-9387-4e0e88cd6e72,Electronic accessories,2019-02-07,8,Special Air,4.0,E-wallet,WH2
10c4007c-cc04-4b02-81cc-c161553ebbe3,Home and lifestyle,2019-02-24,8,ExpressAir,1.5,E-wallet,WH1
d96ea91e-c1fc-42da-b459-e6e6cd9bd94e,Sports and travel,2019-03-11,6,Special Air,2.64,Cash,WH3
47944c46-e82f-4691-8beb-31e0ccfba1e9,Food and beverages,2019-02-13,7,Regular Air,3.45,Credit Card,WH3
85559821-eeb8-4a95-8cc0-51b88512633b,Electronic accessories,2019-02-01,5,ExpressAir,6.0,E-wallet,WH1
4ba5becb-5b7c-4428-8085-4f9620690b77,Home and lifestyle,2019-03-27,7,Special Air,6.64,Cash,WH2
481c1b27-ce4e-4f9b-87e0-16d538f39b14,Electronic accessories,2019-01-14,1,ExpressAir,4.7,E-wallet,WH3
0ba83255-0b29-499f-a214-1b6f84d29469,Home and lifestyle,2019-02-11,9,Special Air,6.88,E-wallet,WH3
43811cc9-b83d-4b30-b82c-eae9214d9d96,Health and beauty,2019-02-10,3,Special Air,2.72,Credit Card,WH2
8f00e6e0-a98a-4a3a-8561-a7d7cbca9ad8,Health and beauty,2019-03-12,1,Special Air,1.04,E-wallet,WH1
5be6b14d-f1e1-4f85-b158-d5595a4c55d7,Health and beauty,2019-01-31,4,Regular Air,1.3,E-wallet,WH2
5da1912c-a266-48f4-96b7-d0a858c94ba3,Electronic accessories,2019-01-01,6,ExpressAir,2.2,Credit Card,WH1
fd8012d8-45d4-4a9c-9ef4-3bcdcd25491f,Food and beverages,2019-03-15,8,Special Air,6.32,Credit Card,WH2
cbb4c33f-c47e-41a5-a460-c58dac258e37,Health and beauty,2019-02-23,10,Special Air,4.08,Credit Card,WH3
a198b166-c13b-4a18-92a9-280bba81bc78,Health and beauty,2019-01-28,9,ExpressAir,1.0,E-wallet,WH2
72e6cb33-111f-4c9b-b4e5-ae39a7f85114,Health and beauty,2019-01-28,4,ExpressAir,4.2,E-wallet,WH1
9aefea35-c1c7-4793-b569-f3db73764fc7,Sports and travel,2019-03-01,5,Regular Air,3.25,Credit Card,WH2
1f5c2994-5503-4e4c-b04f-b2c122029ac7,Home and lifestyle,2019-03-22,2,Regular Air,1.5,E-wallet,WH2
05ab7772-4879-4359-b462-9975d6a14da8,Health and beauty,2019-01-03,6,ExpressAir,7.9,Credit Card,WH1
4dc8c1fa-381f-4300-8310-43fd57125951,Food and beverages,2019-01-02,5,Special Air,6.0,Credit Card,WH3
fe76fd4d-a77f-4b67-ae85-8ed80cd12fcf,Fashion accessories,2019-01-24,6,Regular Air,1.85,E-wallet,WH3
ee027a23-0802-4d7e-8d46-9be2e511c95e,Food and beverages,2019-01-30,7,Special Air,6.48,E-wallet,WH2
0023b402-3795-4cfa-a1c4-ea424bcab3da,Food and beverages,2019-01-13,6,Special Air,4.0,E-wallet,WH2
2c14a95a-434f-497a-b178-4ed1a7dc45e1,Health and beauty,2019-03-11,2,ExpressAir,7.1,Credit Card,WH2
718a2f6c-17df-4a45-876a-9ffd0368d3c9,Health and beauty,2019-02-16,10,Regular Air,2.2,Credit Card,WH3
7a1a1696-921e-451b-9b3f-3eb4bddb92f6,Fashion accessories,2019-01-20,3,Regular Air,3.15,E-wallet,WH1
c7d5b98b-2da2-4461-be23-cc886f289b6f,Health and beauty,2019-02-18,5,Regular Air,4.1,Cash,WH3
4c358c94-e2f2-497e-bc0e-9bad4e96b8f2,Home and lifestyle,2019-01-08,10,ExpressAir,2.3,Credit Card,WH3
e7504dca-a341-45db-a54e-f2ee5d1b650d,Food and beverages,2019-01-31,1,Special Air,4.72,E-wallet,WH2
e5b57c25-69f2-4579-aaec-d0e74c80420b,Electronic accessories,2019-01-13,2,Special Air,2.24,E-wallet,WH1
803fac13-35e3-41a8-8413-098a051aa8ce,Food and beverages,2019-02-13,9,ExpressAir,2.7,E-wallet,WH3
b9bab68e-87db-4e05-a5b3-0f86cfcf7c63,Home and lifestyle,2019-03-10,5,Regular Air,3.55,E-wallet,WH1
33a065d7-d8e4-4894-94ad-e4b1595fecf4,Electronic accessories,2019-01-09,6,Special Air,7.44,Cash,WH3
a00194c8-1c8b-4aba-a2af-e03a2e5345f2,Health and beauty,2019-02-09,4,Regular Air,3.45,Credit Card,WH3
77779fb1-e14a-4e09-9826-96a35fddc56d,Electronic accessories,2019-01-18,2,Special Air,3.92,Credit Card,WH2
19d88b45-d2a1-4ce2-a0f6-6b05d4dd812c,Sports and travel,2019-02-18,6,Regular Air,3.1,E-wallet,WH3
e4189689-f41d-4c09-8346-b1f5e279906c,Home and lifestyle,2019-02-08,7,ExpressAir,5.1,Cash,WH3
4de5295a-90dc-45f5-ae09-a28b03de072e,Health and beauty,2019-02-06,4,Regular Air,1.6,Cash,WH1
0dd48c8e-d4d3-4a87-8360-53a10ffcecdf,Sports and travel,2019-02-08,10,ExpressAir,7.3,Credit Card,WH2
b199d37a-a15f-42c5-95e7-5982f9b5b6fa,Health and beauty,2019-02-09,7,ExpressAir,2.6,Cash,WH1
f7140c80-9143-4c34-86ce-be47d9e4a246,Sports and travel,2019-03-08,5,ExpressAir,5.2,E-wallet,WH3
